GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,ActionsReduced(Player),ActionsReduced(Action),ActionsReduced(ActionClass),ActionsReduced(ActionDescription),ActionsReduced(PlayerType),ActionsReduced(Size)
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,31,29,2,2,1,"(0,1) -> (1,1)",AddGridCellEdge,"(0,1) -> (1,1)",Basic MCTS,51
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,32,29,2,2,1,"(6,4) -> (7,4)",AddGridCellEdge,"(6,4) -> (7,4)",Basic MCTS,50
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,33,30,2,2,0,"(5,5) -> (6,5)",AddGridCellEdge,"(5,5) -> (6,5)",llm,49
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,34,31,2,2,1,"(6,3) -> (7,3)",AddGridCellEdge,"(6,3) -> (7,3)",Basic MCTS,48
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,35,31,2,2,1,"(1,1) -> (1,2)",AddGridCellEdge,"(1,1) -> (1,2)",Basic MCTS,47
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,36,32,2,2,0,"(2,0) -> (2,1)",AddGridCellEdge,"(2,0) -> (2,1)",llm,46
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,37,33,2,2,1,"(1,1) -> (2,1)",AddGridCellEdge,"(1,1) -> (2,1)",Basic MCTS,45
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,38,33,2,2,1,"(2,1) -> (3,1)",AddGridCellEdge,"(2,1) -> (3,1)",Basic MCTS,44
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,39,33,2,2,1,"(3,1) -> (3,2)",AddGridCellEdge,"(3,1) -> (3,2)",Basic MCTS,43
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,40,33,2,2,1,"(3,2) -> (4,2)",AddGridCellEdge,"(3,2) -> (4,2)",Basic MCTS,42
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,41,33,2,2,1,"(1,0) -> (2,0)",AddGridCellEdge,"(1,0) -> (2,0)",Basic MCTS,41
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,42,33,2,2,1,"(4,2) -> (4,3)",AddGridCellEdge,"(4,2) -> (4,3)",Basic MCTS,40
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,43,33,2,2,1,"(3,4) -> (4,4)",AddGridCellEdge,"(3,4) -> (4,4)",Basic MCTS,39
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,44,34,2,2,0,"(3,3) -> (3,4)",AddGridCellEdge,"(3,3) -> (3,4)",llm,38
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,45,34,2,2,0,"(1,4) -> (1,5)",AddGridCellEdge,"(1,4) -> (1,5)",llm,37
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,46,35,2,2,1,"(2,3) -> (3,3)",AddGridCellEdge,"(2,3) -> (3,3)",Basic MCTS,36
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,47,35,2,2,1,"(4,4) -> (4,5)",AddGridCellEdge,"(4,4) -> (4,5)",Basic MCTS,35
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,48,35,2,2,1,"(1,5) -> (2,5)",AddGridCellEdge,"(1,5) -> (2,5)",Basic MCTS,34
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,49,35,2,2,1,"(2,2) -> (2,3)",AddGridCellEdge,"(2,2) -> (2,3)",Basic MCTS,33
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,50,35,2,2,1,"(5,1) -> (6,1)",AddGridCellEdge,"(5,1) -> (6,1)",Basic MCTS,32
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,51,36,2,2,0,"(5,1) -> (5,2)",AddGridCellEdge,"(5,1) -> (5,2)",llm,31
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,52,36,2,2,0,"(5,3) -> (5,4)",AddGridCellEdge,"(5,3) -> (5,4)",llm,30
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,53,37,2,2,1,"(5,4) -> (6,4)",AddGridCellEdge,"(5,4) -> (6,4)",Basic MCTS,29
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,54,37,2,2,1,"(4,1) -> (5,1)",AddGridCellEdge,"(4,1) -> (5,1)",Basic MCTS,28
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,55,37,2,2,1,"(1,3) -> (2,3)",AddGridCellEdge,"(1,3) -> (2,3)",Basic MCTS,27
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,56,38,2,2,0,"(5,4) -> (5,5)",AddGridCellEdge,"(5,4) -> (5,5)",llm,26
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,57,39,2,2,1,"(4,4) -> (5,4)",AddGridCellEdge,"(4,4) -> (5,4)",Basic MCTS,25
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,58,39,2,2,1,"(4,3) -> (5,3)",AddGridCellEdge,"(4,3) -> (5,3)",Basic MCTS,24
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,59,39,2,2,1,"(6,4) -> (6,5)",AddGridCellEdge,"(6,4) -> (6,5)",Basic MCTS,23
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,60,39,2,2,1,"(5,2) -> (5,3)",AddGridCellEdge,"(5,2) -> (5,3)",Basic MCTS,22
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,61,39,2,2,1,"(6,2) -> (6,3)",AddGridCellEdge,"(6,2) -> (6,3)",Basic MCTS,21
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,62,39,2,2,1,"(1,3) -> (1,4)",AddGridCellEdge,"(1,3) -> (1,4)",Basic MCTS,20
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,63,39,2,2,1,"(1,2) -> (1,3)",AddGridCellEdge,"(1,2) -> (1,3)",Basic MCTS,19
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,64,39,2,2,1,"(7,4) -> (7,5)",AddGridCellEdge,"(7,4) -> (7,5)",Basic MCTS,18
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,65,39,2,2,1,"(5,0) -> (5,1)",AddGridCellEdge,"(5,0) -> (5,1)",Basic MCTS,17
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,66,40,2,2,0,"(4,0) -> (5,0)",AddGridCellEdge,"(4,0) -> (5,0)",llm,16
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,67,40,2,2,0,"(6,2) -> (7,2)",AddGridCellEdge,"(6,2) -> (7,2)",llm,15
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,68,41,2,2,1,"(7,2) -> (7,3)",AddGridCellEdge,"(7,2) -> (7,3)",Basic MCTS,14
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,69,41,2,2,1,"(6,1) -> (7,1)",AddGridCellEdge,"(6,1) -> (7,1)",Basic MCTS,13
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,70,42,2,2,0,"(0,5) -> (1,5)",AddGridCellEdge,"(0,5) -> (1,5)",llm,12
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,71,43,2,2,1,"(7,1) -> (7,2)",AddGridCellEdge,"(7,1) -> (7,2)",Basic MCTS,11
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,72,43,2,2,1,"(7,0) -> (7,1)",AddGridCellEdge,"(7,0) -> (7,1)",Basic MCTS,10
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,73,44,2,2,0,"(0,4) -> (1,4)",AddGridCellEdge,"(0,4) -> (1,4)",llm,9
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,74,45,2,2,1,"(6,0) -> (6,1)",AddGridCellEdge,"(6,0) -> (6,1)",Basic MCTS,8
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,75,45,2,2,1,"(5,0) -> (6,0)",AddGridCellEdge,"(5,0) -> (6,0)",Basic MCTS,7
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,76,45,2,2,1,"(0,4) -> (0,5)",AddGridCellEdge,"(0,4) -> (0,5)",Basic MCTS,6
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,77,45,2,2,1,"(0,2) -> (0,3)",AddGridCellEdge,"(0,2) -> (0,3)",Basic MCTS,5
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,78,46,2,2,0,"(0,3) -> (0,4)",AddGridCellEdge,"(0,3) -> (0,4)",llm,4
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,79,47,2,2,1,"(0,3) -> (1,3)",AddGridCellEdge,"(0,3) -> (1,3)",Basic MCTS,3
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,80,47,2,2,1,"(0,2) -> (1,2)",AddGridCellEdge,"(0,2) -> (1,2)",Basic MCTS,2
-1838458335,DotsAndBoxes,0,ACTION_CHOSEN,81,47,2,2,1,"(0,1) -> (0,2)",AddGridCellEdge,"(0,1) -> (0,2)",Basic MCTS,1
819237511,DotsAndBoxes,0,ACTION_CHOSEN,0,0,2,3,0,"(0,0) -> (0,1)",AddGridCellEdge,"(0,0) -> (0,1)",llm,82
819237511,DotsAndBoxes,0,ACTION_CHOSEN,1,1,2,3,1,"(0,1) -> (0,2)",AddGridCellEdge,"(0,1) -> (0,2)",Basic MCTS,81
819237511,DotsAndBoxes,0,ACTION_CHOSEN,2,2,2,3,0,"(3,2) -> (3,3)",AddGridCellEdge,"(3,2) -> (3,3)",llm,80
819237511,DotsAndBoxes,0,ACTION_CHOSEN,3,3,2,3,1,"(1,3) -> (2,3)",AddGridCellEdge,"(1,3) -> (2,3)",Basic MCTS,79
819237511,DotsAndBoxes,0,ACTION_CHOSEN,4,4,2,3,0,"(2,2) -> (3,2)",AddGridCellEdge,"(2,2) -> (3,2)",llm,78
819237511,DotsAndBoxes,0,ACTION_CHOSEN,5,5,2,3,1,"(2,5) -> (3,5)",AddGridCellEdge,"(2,5) -> (3,5)",Basic MCTS,77
819237511,DotsAndBoxes,0,ACTION_CHOSEN,6,6,2,3,0,"(3,3) -> (4,3)",AddGridCellEdge,"(3,3) -> (4,3)",llm,76
819237511,DotsAndBoxes,0,ACTION_CHOSEN,7,7,2,3,1,"(1,1) -> (1,2)",AddGridCellEdge,"(1,1) -> (1,2)",Basic MCTS,75
819237511,DotsAndBoxes,0,ACTION_CHOSEN,8,8,2,3,0,"(0,3) -> (1,3)",AddGridCellEdge,"(0,3) -> (1,3)",llm,74
819237511,DotsAndBoxes,0,ACTION_CHOSEN,9,9,2,3,1,"(6,4) -> (7,4)",AddGridCellEdge,"(6,4) -> (7,4)",Basic MCTS,73
819237511,DotsAndBoxes,0,ACTION_CHOSEN,10,10,2,3,0,"(2,0) -> (3,0)",AddGridCellEdge,"(2,0) -> (3,0)",llm,72
819237511,DotsAndBoxes,0,ACTION_CHOSEN,11,11,2,3,1,"(3,4) -> (4,4)",AddGridCellEdge,"(3,4) -> (4,4)",Basic MCTS,71
819237511,DotsAndBoxes,0,ACTION_CHOSEN,12,12,2,3,0,"(3,5) -> (4,5)",AddGridCellEdge,"(3,5) -> (4,5)",llm,70
819237511,DotsAndBoxes,0,ACTION_CHOSEN,13,13,2,3,1,"(3,3) -> (3,4)",AddGridCellEdge,"(3,3) -> (3,4)",Basic MCTS,69
819237511,DotsAndBoxes,0,ACTION_CHOSEN,14,14,2,3,0,"(5,1) -> (5,2)",AddGridCellEdge,"(5,1) -> (5,2)",llm,68
819237511,DotsAndBoxes,0,ACTION_CHOSEN,15,15,2,3,1,"(4,3) -> (4,4)",AddGridCellEdge,"(4,3) -> (4,4)",Basic MCTS,67
819237511,DotsAndBoxes,0,ACTION_CHOSEN,16,15,2,3,1,"(6,3) -> (7,3)",AddGridCellEdge,"(6,3) -> (7,3)",Basic MCTS,66
819237511,DotsAndBoxes,0,ACTION_CHOSEN,17,16,2,3,0,"(4,1) -> (4,2)",AddGridCellEdge,"(4,1) -> (4,2)",llm,65
819237511,DotsAndBoxes,0,ACTION_CHOSEN,18,17,2,3,1,"(1,0) -> (1,1)",AddGridCellEdge,"(1,0) -> (1,1)",Basic MCTS,64
819237511,DotsAndBoxes,0,ACTION_CHOSEN,19,18,2,3,0,"(7,4) -> (7,5)",AddGridCellEdge,"(7,4) -> (7,5)",llm,63
819237511,DotsAndBoxes,0,ACTION_CHOSEN,20,19,2,3,1,"(0,2) -> (0,3)",AddGridCellEdge,"(0,2) -> (0,3)",Basic MCTS,62
819237511,DotsAndBoxes,0,ACTION_CHOSEN,21,20,2,3,0,"(5,2) -> (5,3)",AddGridCellEdge,"(5,2) -> (5,3)",llm,61
819237511,DotsAndBoxes,0,ACTION_CHOSEN,22,21,2,3,1,"(6,5) -> (7,5)",AddGridCellEdge,"(6,5) -> (7,5)",Basic MCTS,60
819237511,DotsAndBoxes,0,ACTION_CHOSEN,23,22,2,3,0,"(4,4) -> (5,4)",AddGridCellEdge,"(4,4) -> (5,4)",llm,59
819237511,DotsAndBoxes,0,ACTION_CHOSEN,24,23,2,3,1,"(6,4) -> (6,5)",AddGridCellEdge,"(6,4) -> (6,5)",Basic MCTS,58
819237511,DotsAndBoxes,0,ACTION_CHOSEN,25,23,2,3,1,"(4,5) -> (5,5)",AddGridCellEdge,"(4,5) -> (5,5)",Basic MCTS,57
819237511,DotsAndBoxes,0,ACTION_CHOSEN,26,24,2,3,0,"(5,4) -> (5,5)",AddGridCellEdge,"(5,4) -> (5,5)",llm,56
819237511,DotsAndBoxes,0,ACTION_CHOSEN,27,25,2,3,1,"(4,4) -> (4,5)",AddGridCellEdge,"(4,4) -> (4,5)",Basic MCTS,55
819237511,DotsAndBoxes,0,ACTION_CHOSEN,28,25,2,3,1,"(3,4) -> (3,5)",AddGridCellEdge,"(3,4) -> (3,5)",Basic MCTS,54
819237511,DotsAndBoxes,0,ACTION_CHOSEN,29,25,2,3,1,"(4,0) -> (5,0)",AddGridCellEdge,"(4,0) -> (5,0)",Basic MCTS,53
819237511,DotsAndBoxes,0,ACTION_CHOSEN,30,26,2,3,0,"(6,1) -> (6,2)",AddGridCellEdge,"(6,1) -> (6,2)",llm,52
819237511,DotsAndBoxes,0,ACTION_CHOSEN,31,27,2,3,1,"(3,0) -> (4,0)",AddGridCellEdge,"(3,0) -> (4,0)",Basic MCTS,51
819237511,DotsAndBoxes,0,ACTION_CHOSEN,32,28,2,3,0,"(6,3) -> (6,4)",AddGridCellEdge,"(6,3) -> (6,4)",llm,50
819237511,DotsAndBoxes,0,ACTION_CHOSEN,33,29,2,3,1,"(7,3) -> (7,4)",AddGridCellEdge,"(7,3) -> (7,4)",Basic MCTS,49
819237511,DotsAndBoxes,0,ACTION_CHOSEN,34,29,2,3,1,"(5,0) -> (5,1)",AddGridCellEdge,"(5,0) -> (5,1)",Basic MCTS,48
819237511,DotsAndBoxes,0,ACTION_CHOSEN,35,30,2,3,0,"(2,1) -> (2,2)",AddGridCellEdge,"(2,1) -> (2,2)",llm,47
819237511,DotsAndBoxes,0,ACTION_CHOSEN,36,31,2,3,1,"(1,0) -> (2,0)",AddGridCellEdge,"(1,0) -> (2,0)",Basic MCTS,46
819237511,DotsAndBoxes,0,ACTION_CHOSEN,37,32,2,3,0,"(2,4) -> (2,5)",AddGridCellEdge,"(2,4) -> (2,5)",llm,45
819237511,DotsAndBoxes,0,ACTION_CHOSEN,38,33,2,3,1,"(2,4) -> (3,4)",AddGridCellEdge,"(2,4) -> (3,4)",Basic MCTS,44
819237511,DotsAndBoxes,0,ACTION_CHOSEN,39,33,2,3,1,"(5,5) -> (6,5)",AddGridCellEdge,"(5,5) -> (6,5)",Basic MCTS,43
819237511,DotsAndBoxes,0,ACTION_CHOSEN,40,34,2,3,0,"(2,2) -> (2,3)",AddGridCellEdge,"(2,2) -> (2,3)",llm,42
819237511,DotsAndBoxes,0,ACTION_CHOSEN,41,35,2,3,1,"(2,3) -> (3,3)",AddGridCellEdge,"(2,3) -> (3,3)",Basic MCTS,41
819237511,DotsAndBoxes,0,ACTION_CHOSEN,42,35,2,3,1,"(5,4) -> (6,4)",AddGridCellEdge,"(5,4) -> (6,4)",Basic MCTS,40
819237511,DotsAndBoxes,0,ACTION_CHOSEN,43,35,2,3,1,"(2,3) -> (2,4)",AddGridCellEdge,"(2,3) -> (2,4)",Basic MCTS,39
819237511,DotsAndBoxes,0,ACTION_CHOSEN,44,35,2,3,1,"(2,1) -> (3,1)",AddGridCellEdge,"(2,1) -> (3,1)",Basic MCTS,38
819237511,DotsAndBoxes,0,ACTION_CHOSEN,45,36,2,3,0,"(3,0) -> (3,1)",AddGridCellEdge,"(3,0) -> (3,1)",llm,37
819237511,DotsAndBoxes,0,ACTION_CHOSEN,46,37,2,3,1,"(2,0) -> (2,1)",AddGridCellEdge,"(2,0) -> (2,1)",Basic MCTS,36
819237511,DotsAndBoxes,0,ACTION_CHOSEN,47,37,2,3,1,"(1,1) -> (2,1)",AddGridCellEdge,"(1,1) -> (2,1)",Basic MCTS,35
819237511,DotsAndBoxes,0,ACTION_CHOSEN,48,37,2,3,1,"(1,2) -> (2,2)",AddGridCellEdge,"(1,2) -> (2,2)",Basic MCTS,34
819237511,DotsAndBoxes,0,ACTION_CHOSEN,49,37,2,3,1,"(1,2) -> (1,3)",AddGridCellEdge,"(1,2) -> (1,3)",Basic MCTS,33
819237511,DotsAndBoxes,0,ACTION_CHOSEN,50,37,2,3,1,"(0,2) -> (1,2)",AddGridCellEdge,"(0,2) -> (1,2)",Basic MCTS,32
819237511,DotsAndBoxes,0,ACTION_CHOSEN,51,37,2,3,1,"(0,1) -> (1,1)",AddGridCellEdge,"(0,1) -> (1,1)",Basic MCTS,31
819237511,DotsAndBoxes,0,ACTION_CHOSEN,52,37,2,3,1,"(3,1) -> (3,2)",AddGridCellEdge,"(3,1) -> (3,2)",Basic MCTS,30
819237511,DotsAndBoxes,0,ACTION_CHOSEN,53,37,2,3,1,"(0,0) -> (1,0)",AddGridCellEdge,"(0,0) -> (1,0)",Basic MCTS,29
819237511,DotsAndBoxes,0,ACTION_CHOSEN,54,37,2,3,1,"(3,1) -> (4,1)",AddGridCellEdge,"(3,1) -> (4,1)",Basic MCTS,28
819237511,DotsAndBoxes,0,ACTION_CHOSEN,55,38,2,3,0,"(5,1) -> (6,1)",AddGridCellEdge,"(5,1) -> (6,1)",llm,27
819237511,DotsAndBoxes,0,ACTION_CHOSEN,56,39,2,3,1,"(4,0) -> (4,1)",AddGridCellEdge,"(4,0) -> (4,1)",Basic MCTS,26
819237511,DotsAndBoxes,0,ACTION_CHOSEN,57,39,2,3,1,"(3,2) -> (4,2)",AddGridCellEdge,"(3,2) -> (4,2)",Basic MCTS,25
819237511,DotsAndBoxes,0,ACTION_CHOSEN,58,39,2,3,1,"(4,1) -> (5,1)",AddGridCellEdge,"(4,1) -> (5,1)",Basic MCTS,24
819237511,DotsAndBoxes,0,ACTION_CHOSEN,59,39,2,3,1,"(5,2) -> (6,2)",AddGridCellEdge,"(5,2) -> (6,2)",Basic MCTS,23
819237511,DotsAndBoxes,0,ACTION_CHOSEN,60,39,2,3,1,"(4,2) -> (5,2)",AddGridCellEdge,"(4,2) -> (5,2)",Basic MCTS,22
819237511,DotsAndBoxes,0,ACTION_CHOSEN,61,39,2,3,1,"(4,2) -> (4,3)",AddGridCellEdge,"(4,2) -> (4,3)",Basic MCTS,21
819237511,DotsAndBoxes,0,ACTION_CHOSEN,62,39,2,3,1,"(4,3) -> (5,3)",AddGridCellEdge,"(4,3) -> (5,3)",Basic MCTS,20
819237511,DotsAndBoxes,0,ACTION_CHOSEN,63,39,2,3,1,"(5,3) -> (5,4)",AddGridCellEdge,"(5,3) -> (5,4)",Basic MCTS,19
819237511,DotsAndBoxes,0,ACTION_CHOSEN,64,39,2,3,1,"(5,3) -> (6,3)",AddGridCellEdge,"(5,3) -> (6,3)",Basic MCTS,18
819237511,DotsAndBoxes,0,ACTION_CHOSEN,65,39,2,3,1,"(6,2) -> (6,3)",AddGridCellEdge,"(6,2) -> (6,3)",Basic MCTS,17
819237511,DotsAndBoxes,0,ACTION_CHOSEN,66,39,2,3,1,"(1,4) -> (2,4)",AddGridCellEdge,"(1,4) -> (2,4)",Basic MCTS,16
819237511,DotsAndBoxes,0,ACTION_CHOSEN,67,40,2,3,0,"(1,5) -> (2,5)",AddGridCellEdge,"(1,5) -> (2,5)",llm,15
819237511,DotsAndBoxes,0,ACTION_CHOSEN,68,41,2,3,1,"(1,4) -> (1,5)",AddGridCellEdge,"(1,4) -> (1,5)",Basic MCTS,14
819237511,DotsAndBoxes,0,ACTION_CHOSEN,69,41,2,3,1,"(1,3) -> (1,4)",AddGridCellEdge,"(1,3) -> (1,4)",Basic MCTS,13
819237511,DotsAndBoxes,0,ACTION_CHOSEN,70,41,2,3,1,"(6,2) -> (7,2)",AddGridCellEdge,"(6,2) -> (7,2)",Basic MCTS,12
819237511,DotsAndBoxes,0,ACTION_CHOSEN,71,42,2,3,0,"(7,2) -> (7,3)",AddGridCellEdge,"(7,2) -> (7,3)",llm,11
819237511,DotsAndBoxes,0,ACTION_CHOSEN,72,42,2,3,0,"(6,0) -> (7,0)",AddGridCellEdge,"(6,0) -> (7,0)",llm,10
819237511,DotsAndBoxes,0,ACTION_CHOSEN,73,43,2,3,1,"(6,0) -> (6,1)",AddGridCellEdge,"(6,0) -> (6,1)",Basic MCTS,9
819237511,DotsAndBoxes,0,ACTION_CHOSEN,74,44,2,3,0,"(0,5) -> (1,5)",AddGridCellEdge,"(0,5) -> (1,5)",llm,8
819237511,DotsAndBoxes,0,ACTION_CHOSEN,75,45,2,3,1,"(5,0) -> (6,0)",AddGridCellEdge,"(5,0) -> (6,0)",Basic MCTS,7
819237511,DotsAndBoxes,0,ACTION_CHOSEN,76,45,2,3,1,"(7,1) -> (7,2)",AddGridCellEdge,"(7,1) -> (7,2)",Basic MCTS,6
819237511,DotsAndBoxes,0,ACTION_CHOSEN,77,46,2,3,0,"(0,3) -> (0,4)",AddGridCellEdge,"(0,3) -> (0,4)",llm,5
819237511,DotsAndBoxes,0,ACTION_CHOSEN,78,47,2,3,1,"(6,1) -> (7,1)",AddGridCellEdge,"(6,1) -> (7,1)",Basic MCTS,4
